Tweet,Label
we ustzh marah sbb takde orang masuk kelas pai lepastu rupanya dia yang salah masuk link,Anger
"terlepas kdg alurnya bikin kesel, tp terima kasih bu & team yang sudah membuat cerita yg epic dan masuk dlm sejarah sinetron, bikin banyak orang termasuk saya mau nonton sinetron lagi setelah belasan tahun vakum. maaf lahir batin bu suka misuh",Love
"kalau dari awal nak set senang je, baik awak cari anak orang kaya je. Kesel",Anger
tolol bersama..,Anger
"siapa saja yang allah kehendaki kebaikan padanya, allah akan menimpakan musibah (ujian/cobaan) padanya (hr. bukhari) perjuangan penerapan syariah ..",Neutral
mode biasa mode mengintai,Neutral
wordle 231 4/6 bego banget nebak huruf lain di percobaan ketiga,Anger
ih jadi malu dipanggil bestie sama makji tapi happi,Joy
"kurang suka kadang wkwk kalau udah cerita berarti udah bingung banget. mending di omongin langsung ke pacar, di cari solusinya sama sama. kadang kalau berantem tuh kalau kita sebagai pacar pasti bisa maafin dan ngebucin lagi tp kalau cerita ke temen, belum tentu mereka bisa",Sad
"gua duduk sebelahan sm kak ji, tapi kita chattingan lwt hp. trs dia ketawanya ""awokwok"", gua reflej bales ""aneh banget ketawa lu"", abis itu dia marah ngambek gtu wkwk",Joy
kalau tunjuk muka dgn anak dan isteri kemudian buat kenyatan bodoh ni..tu bukan berani bang..tu bapak bangang lagi bodoh degil mcm kaldai yg tk fikir anak2 dan isteri tersayang..ibarat kau bgi gambar kau dgn isteri kau tengah berjubo depan anak2..then berlegar dlm sosmed.,Anger
"jalanin saja dahulu, menyerah kemudian.",Neutral
bangsat banget!!,Anger
harap demam biasa :( takut copid,Fear
"ngemis-ngemis cinta mah sah-sah ajaa, asal lu tau risiko yg bakal lu dapetin. jangan malah nyalahin orang yg lu suka ketika orang yg lu suka ga suka sama lu balik dan juga ngerasa ""si paling berkorban""",Love
"pinjem duit di leasing, giliran ditagih marah ke penagih bayar listrik nunggak, giliran petugas pln cabut fasilitas listrik, eh petugas pln malah dikeroyok. pesan barang cod, enggak sesuai ekspektasi, malah kurir yang disuruh bayar. wow, luar biasa!",Anger
"semangat pagi, semoga ada rezeki hari ini",Joy
apa kabar juniordanyw,Neutral
senang bangett,Joy
efek paparan belaka - terbiasa menjadi nyaman larangan untuk berkumpul bersama orang-orang yang ingkar dan suka mengolok-olok.,Love
handy mandy nih bapak ak yang anti banget kartun tapi belio suka,Love
"kalo sosis rebus enak, tp nugget?? aneh gk sih???",Fear
sedih,Sad
"dari yootaeyang ke inseong tiba2 satu hari ngeliat inseong ganteng banget rambut putih terus kesemsem, ngeliat foto lamanya pun kayak mikir ""inseong selama ini seganteng ini??"" terus ditambah emang dari dulu suka jokes inseong makin bucin dan sekarang menjadi bulol official",Love
"baru mau sedih kenapa close, endingnya bikin emosi. semoga hari lo senin terus",Anger
"gw jatuh cinta, apalagi pas dia suka senyum-senyum sendiri pas sama gue",Love
"hal itu berjalan selama setahun, lancar tanpa halangan. tetapi suatu ketika, dana mengetahui semua apa yang dilakukan anak bungsunya selama setahun itu. dirinya benar-benar marah, tidak terima dengan perlakuan fauzan.",Neutral
kaget kirain kelirik taunya bukan as lihat akunnya,Fear
jangan lupa sarapan min.. karena sedih itu juga butuh tenaga haha,Neutral
yah kecewa dak do stiker nyo lagi,Sad
"hooh suka banget liat style dia yg kayak gitu,",Love
"pagii~ btw cuaca enak gini mendingan tidur yok, have a nice weekend~~",Joy
hanya orang orang bodoh saja yg masih mengagungkan seseorang yg tak tau kerja,Neutral
untung sudah biasa ngurus apa apa sendiri yaa. plus point for me,Neutral
"ketika berbuat salah, jngan mengeluh, jangan marah. tetapi pelajari kesalahan, kemudian coba kembali dgn cara yg berbeda",Neutral
banguna dapet kabar baik,Neutral
"ah alibi siamah, bebeja weh teu bisa nahan sange, embung coli jadi weh predator. emosi pagi pagi.",Anger
aa sedih bgt progja udah selesai semuaa hwaa gamau udahan kkn-nya,Sad
"nah ini. kalau yg kita benci kejahatan2nya, siapapun wajib dilaporkan. dalam kejahatan itu siapapun bisa terlibat, kan?",Anger
"mesti itu mirip sama wajib ya? ya engga juga sih kalo dibilang mesti. kalo emang mesti mereka yang maaf (gabisa punya keturunan) gimana? senua tergantung niat awal menikah. niatin aja buat ibadah, kalo diniatin nya mau punya anak, nanti pasti kecewa klo ga dikasih, jadi ya was"" ja",Sad
"kadang diriku suka ga paham sama perasaan diri sendiri ga tau mana yang beneran sayang mana yang cuma sekedar pura"" semua orang ku anggap sama ku beneran tulus buat temenan sama semua orang engga pilih"" juga allah aja ga pilih"" masa diriku manusia biasa pilih"" tapi sering kecewa",Sad
cinta memang rumit dan menguras energi jiwa raga hati hidup w :(,Sad
"sabtu galau, 05 feb 2022 actually ngga yang galau galau banget sih tapi kayak sedih sama ngakak juga entah yang keberapa kalinya suka sama seseorang yang udah punya pacar even though blm officially liat dan denger sendiri dari orangnya or his social media hahhaha",Sad
"yang no 3 ""izinkan suami berpoligami,untuk mencegah perzinahan"" aduhh goblok banget ya jadi orang, jadi selama ini pernikahan itu zina gitu? dan poligami itu bagus & dianjurkan diagama gitu? helloww diagama gaada tuh 1 kontol harus 2 lubang. bajingan bangsat lo",Anger
"mau apapun yang aing post di medsos ya berarti aing merasa hidup aing udah cukup , bukan buat alesan saria nginjem duit ka aing dan ga bayar hutang, makin sini kaya makin tolol aja emang orang2",Anger
pokok semangat sek,Joy
"10000?0 sihh enak didenger gituu, lirik nya juga relate bangett djdjjfjf keren ya tuhan",Joy
wkwkakak faker tolol ye,Anger
bogor sepi ya bang,Neutral
"aq dh 5 kali approach..smua ke reject..sedih siot..siap depress..tu la nk ckp takut nk approach dulu x la tp effect after approach tu yg prob..klau diterima ok..lau x sedih,malu,marah semua ad..and its effect ur life..kdg rasa penat dah nk hadap",Anger
"kenapa ya, kalo au bxg peran mingyu tuh pasti jadi cowo sempurna yang buciin banget sama cewenya, kalo wonu perannya pasti jadi cowo brengsek yang suka nyakitin cewenya. tp kenapa pas au minwon mingyunya yg jd cowo brengsek se brengsek-brengseknya cowo dan wonu jd yg tersakiti.",Neutral
orang dulu siap mesyuarat satu kampung nak tentukan tarikh nikah takut bertindih susah orang kampung nak datang rewang.,Fear
"keknya gue kesengsem ni ama mew suppasit sampe kebawa mimpi pas tidur. dan gue baru tau dia actor yg main di series bl . gue awal taunya dari lagi dia tbtb muncul di spotify gue, terus jadi cintaaa banget sama suara dia dan senyum dia yg di vclipnya zom marie blush",Love
"ini klo gue isiin kyk gini bisa2 abis di comot ponakan gue trus di bagiin ke temen2 nya, baik nyerempet bego dia",Anger
"aku ngadu ke dia dong, tatang marah ngajak aku ke tempat ayato. disana dia langsung ngomelin ayato. ""lu jadi ketua kelompok ga becus banget sih?! malah anggota lu yg nyariin buat ngajakin kerja kelompok sampe babak belur begini diboongin preman sekolah!""",Anger
"i decided to buy pc from kseller je nanti, i takut i tak dapat pull my fav member sebab tangan tak wangi",Fear
jangan lupa sarapan. semangat buat hari ini!,Joy
"haii sasa, apa kabar? jangan lupa sarapan yaa , minum air putih banyak banyak , jaga kesehatan yaa!! . kalo keluar rumah jangan lupa pake masker , cuci tangan dan jangan lupa jaga jarak . have a nice day , semangat untuk hari ini!!",Joy
"baik, pake kata tolong, dan bersedia nungguin. sedih banget",Sad
"km luarnya klo ada mbak?as kebersihannya enak jd ada yg bersihin tiap minggunya. yaa krn bareng2 jd kurang privasi aja km dalemnya privasi terjaga, kl mlm ga usah keluar kmr. kl kamarnya kecil jd lembab, rawan binatang2 kecil, bau huhu (klo g rajin bersihin ya)",Fear
"wes ngene wae nder serlok saiki, marakne emosi esuk2",Anger
marah marah terus! keriput!,Anger
"kenapa ya kalo tengah malam tu suka sedih sendiri berlarut-larut trus semuanya kaya berkelebat di kepala mulai masa lalu, masa sekarang, masa depan tuh whyy",Sad
"santai buat cowok , gak ush emosi , sabar ok. biarkan mereka menilai seperti yak apa tentang cowok , kita cukup memilih mana yg lbh cocok haha",Anger
" dengan majikan lewat 5 minit pun kita takut. tapi dengan allah, kita langsung tak takut. kadang-kadang solat dekat nak habis waktu. - uai",Neutral
"betul org cakap, kalau tak bodoh bukan bn namanya..",Anger
"w ngerasa cringe bgt anjir dr kmrn, kayak mau ngetik kak tuh a nya suka ilang jd kk emg sama aja si.. cm kan kesannya baku banget kyak w ngetik kakak tp di singkat jd kk hehe, kocak and ngakak deh pokknya",Joy
ketiduran nunggu kabar dari ayang,Neutral
ngopi enak,Joy
grub b ngeri kali,Fear
paling benci kalo lagi diem terus panik sendiri gatau bingung kenapa :),Anger
"good morning gita, semangat buat nanti streaming nya (2Œ’_2Œ’;)",Joy
"bang tombyyyyyyy apa kabar, lama gak nampak, sehat slalu ya.. ayo ikutan bang.. alhamdulillah kabar saya baik, dan masih wangi",Joy
"maksudku perjalananmu ke sini. . tapi, junsoo-ya sudah bertahan sampai sejauh ini, sangat menakjubkan! erangan itu”” meski samar terdengar pada indera pendengaran”” roman cemas tetap terpampang secara jelas. mereka, kan sudah lama dipisah oleh jarak, chaewon ”",Neutral
jap i confuse crush i kan up status takde sapa sayang dia padahal dia tahu i suka dia and kalau nak cakap lupa i tengok status dia hari2,Fear
"semangat jalani aktivitas hari ini, ilysm",Love
risol kenapa enak banget ya,Joy
"kok stabilitas negara, memange 10 thn negara tdk aman, bahkan sby menyuburkan ormas2 radikal, intoleran, teroris, yg berafiliasi ke partai tertentu..narasi klhtn intelektual tp bodoh..",Anger
"pula diboyong engkau pada pepatah; wahai , , datanglah. kemari, kami tumpahkan pesan bergerigi, kami serakkan pesan sebelum mulai berotasi. pastikan pedoman ini sampai tepat di tujuan.",Neutral
nie ayam kampung kenapa suka banget ribut sikk,Anger
tetap semangat biar cepat sembuh y pak rektor tweeter sepi tanpa mu bagaikan sayur tanpa ikan asin..,Neutral
fokus aja ngembangin identitas tim utk di masa depan mu sudah ancur2an sejak lewat sepertiga musim yuk mu semangat benahi tim,Joy
bego emang nggak bisa apa apa lu zar cuman beban doang,Anger
"salah satu sudut bibirnya kembali tertarik ke atas membuat senyum tipis terpatri pada paras tampan miliknya. dengan penuh semangat ia melanjutkan bait dari lagu anak sekolah ini. ""tiap kali kau bermanja gemetar rasa di dada ingin kubisikkan cinta tapi hati ini malu jadinya""",Neutral
"eng! guys aku abis bikin poem bahasa inggris lagi hihi, pada nangkep maksudnya kah? takut ga nyampe meaningnya",Joy
bila akhirnya bahagiaku bukan bersamamu aku selalu berharap bahagia kamu adalah ssat bersamaku,Joy
takut ditolak :),Fear
kua mana aja yg sepi biar cepet,Neutral
boleh benci tapi jangan bodoh,Anger
marah.,Anger
"r.i.p kepada minatku melihat foto2 masa kecilmu, ga nyangka banget padahal sebulan lalu kalo gabut dikit masih suka tak liatin",Love
"kalo abis sakit lalu sebats udah berasa enak lagi, itu tanda kalo sudah sembuh",Neutral
semangat dan bertambah kuatlah kalian frp_natsud_ frp_lucyheart frp_wendy ~,Joy
"belum sih, mau zoom dulu ((sedih karena sabtu nggak libur))",Sad
karena kalo malu bakal malu banget ini lebih lebih dari orenji untung beneran iri jongu,Fear
"hiyahiyahiya. terpesona, ku pada pandangan pertama. dan tak kuasa menahan emosi.",Anger
belum lagi jam 9 nanti soundtrack rilis semoga banyak kabar baik ya hari ini,Neutral
"suka banget sama layoutnya, thank you ya",Love
"kami respon via dm ya kak, untuk nomor internetnya yang di info via mention harap dihapus ya karena merupakan privasi pelanggan yang khawatir di salah gunakan oleh pihak yang tidak bertanggung jawab, terima kasih. - lia",Neutral
"sedih sumpah yang bikin gue bertahan nge stan secret number selama ini cuma denise, sebenernya dari awal 2 member baru masuk udah punya firasat kalo denise keluar sih, tbh aku masih gabisa nerima kedatangan 2 member baru itu. thankyou denise, thankyou secret number and goodbye.",Sad
"lah lah kaget dong aku, kok kamu malah sedih??",Fear
masih pagi gue dah emosi.,Anger
"pasti bakal gemes karena tristan bisa gemes sendirii punya pacar yg suka dimanja he will take care of you gently and very well, tristan akan membuatnya nyaman dan akan dijaga dengan baik. tristan juga orangnya mengayomii. yuk cek carrdnya dibawah untuk informasi",Love
"pindah alhamdulillah..ga jadi pindah jg alhamdillah, tidak ada pengaruhnya pada sy..tetap nyari rejeki sendiri yg halal utk keluarga tanpa hrs mengiba, menjilat, mengadu domba antar sesama anak bangsa. pesan simbah sy, ojo ela elu..ojo gumunan..ojo mateni rejekine wong liyo",Neutral
"ya walaupun kadang gue kalo kesel suka kelewat batas. tp skrg gue lg berusaha banget biar ga negatif"" amat jadi orang minimal sopan lah",Neutral
"berawal dari sahabat eh jadi pacar wkwk, terus suka gimmick saling sayang padahal iseng doang akhirnya jadian",Love
tinggi di depan,Neutral
lagu ngegalau kelas 10 pas lagi jaman jamannya galauin cowo yang seharusnya ngga gue galauin haha dasar bodoh,Anger
blm di tuduh pki da marah lu drun.,Anger
"iya gue milih jalan yg gatau salah gatau bener, gimana caranya rumah tangga gue baik baik aja.. cuma itu. memang setelah mba e ini lama hubungan gue baik, bahagiaa, ribut hal kecil ya tp sampe kena pukul dan pala bocor sih gue udah biasa dan itu hal kecil buat gue.",Sad
sedih nderr,Sad
"jangan sedih jangan galau gue punya mbah dukun langganan yang mujarab, kalau mau gue kasih alamatnya nanti nih.",Neutral
sedih banget pls..,Sad
kamu aja yg tolol bin dungu..!!,Anger
dan chat mita di whatsapp official 0811-84-1400. hati-hati terhadap akun palsu yg mengatasnamakan bank mandiri dan meminta data rahasia. semoga sehat selalu. tks~kareen (end),Fear
gue takut..,Fear
"bukti satu lg, bahwa proses untuk warga kecil sangat lamban. namun untuk pundi"" uang terus digenjot setiap bulan nya. juga lagi dan lagi birokrasi yang super menjelimet. kenapa pejabat suka banget bikin pusing diri sendiri ya? padahal otak saja gapunya",Love
wkwkwkkwk suka banget ama mereka aku tu,Love
"makasi kembali ka, semangat pagi ^o^",Joy
"jiminku sembuh, semoga dia secepatnya bisa beraktifitas seperti biasa",Joy
"pas mlaku ijo dikon ngucapke habede tau, ilopyu jangan marah yo tau tur nek pas oren kok kon ngucapke ngene njuk le ngomong kepie gek lanang?",Anger
alhamdulillah pake kerudung karena keinginan sendiri. justru malah malu pake baju haram,Joy
apaa kabar? jangan lupa sarapan,Neutral
"dan gue harap sih ke jadian, si te suka sama ggvk bucin cinta ama dia tapii semuanya terlambat karna ggvk dah pergi biarin dah dia idup dalam penyesalan hidup dalam penyesalan tuh lebih sakit dibanding dikasih karma yg datang cuma sekali",Love
emang dasar nya pada tolol semua yang komen begitu,Anger
":( sedih, knp bub aku",Sad
"hoho ga kokk sunbaenimm, aku tuh baik budimann, cuma emang tingkat hormon isengku tuh diatas batas normal",Neutral
makasihh banyak udh baca melt into you seneng banget tau kamu suka miy stay healthy and be happy always ya,Love
"hadeuh kalo inget bulan ini bikin sakit ati banget anjeng, udah deket lama aku nya udah suka eh malah ujung ujungnya sama adek kelasnya kan anjenk kesel sendiri jadinya",Anger
entah harus bersyukur karena dikasi tips atau emosi karena secara tidak langsung tertampar kenyataan,Anger
makin banyak orang tolol asu goblok,Anger
"suka banget, lagunya enak2",Love
padahal mereka juga yang suka shipping aneh banget,Love
hoy tl sepi nih,Neutral
kenapa dia marah marah.,Neutral
ako malu sekali,Fear
"aku bukan vampir jadi suka bawang haha iya sih, soto sama kari emang banyak banget yang suka",Love
mau dong mutualan.. akun baru netes masih sepi bgt :(,Sad
"rada ngeri yaa, apalagi stranger gitu",Fear
"dinamik socmed au joongdok gak jauh dari physical attack lahir batin. selamat pagi, saya bawa kisah kebodohan (fresh from the oven) seseorang yang memang pantas dikatain bego. ga sanggup lagi gua anjir.",Anger
oalah masi pagi sudah dibikin emosi.,Anger
"park shin hye, son yejin. bagiku kek 2 itu ratunya drama sedih",Neutral
"malu banget anjirr, tadi ada yg teriak ""misi paket"", gue udah buru2 mau buka pintu, kirain paket gue udah dateng, taunya paketnya untuk rumah sebelah",Fear
"ga boleh boncengan cowo cewe kalo bukan sodaraan, aneh banget sih menurutku. soalnya kan banyak nih cowo-cowo yang suka dengan baik hati nawarin boncengan soalnya ya emang baik aja gitu as a friend, masa gabisa sih. btw ini sekolah negeri ya",Fear
"iya bener, mood bgt pagi ini denger kabar jimin.. perjalanan ke tmpat kerja senyum2 terus sambil denger lagu bangtan, ngasih tau bpk2 di jalan jg gue ramah bgt njir",Joy
"tak suka aku takpe, aku boleh blah. aku harap aku dah penuhi pertolongan yang kau minta dengan baik. terima kasih.",Love
lama2 nyebelin bgt ya anak2 hasil keluarga bahagia ini -_-,Anger
"aku cinta dia mak aku suka dia mak yang sedang"" saja..",Love
jangan panik nder terakhir tgl 15,Neutral
langit tau banyak yg lagi sedih makanya turun,Sad
gue dulu pernah bahas ngerinya jalinsum..mau jalan biasa atopun tol bagi penjahat gak ada bedanya..petugas harus lebih bernyali dibanding penjahat2 disana..,Neutral
